onset_qL,measure,label,root_pc,size
2.0,501,B (major-second minor tetrachord),11,4
2.5,501,B (minor triad),11,3
0.0,502,C# (flat-ninth pentachord),1,5
0.5,502,E (diminished-augmented ninth chord),4,5
1.0,502,C# (flat-ninth pentachord),1,5
1.5,502,B (minor triad),11,3
2.0,502,C# (Kumoi pentachord),1,5
2.5,502,G# (half-diminished seventh chord),8,4
0.0,503,B- (enharmonic equivalent to major triad),10,3
0.5,503,G# (Kumoi pentachord),8,5
1.0,503,C# (enharmonic to dominant seventh chord),1,4
1.5,503,C# (enharmonic to dominant seventh chord),1,4
1.75,503,C# (enharmonic to dominant seventh chord),1,4
2.0,503,C# (enharmonic to dominant seventh chord),1,4
2.5,503,C# (enharmonic to dominant seventh chord),1,4
0.0,504,C# (enharmonic to dominant seventh chord),1,4
0.5,504,B (minor triad),11,3
1.0,504,C# (enharmonic to dominant seventh chord),1,4
1.5,504,G# (half-diminished seventh chord),8,4
1.75,504,G# (half-diminished seventh chord),8,4
2.0,504,G# (major-second major tetrachord),8,4
2.5,504,G# (minor-second diminished tetrachord),8,4
0.0,505,G# (diminished seventh chord),8,4
0.5,505,G# (flat-ninth pentachord),8,5
1.0,505,G# (diminished seventh chord),8,4
1.5,505,G# (diminished seventh chord),8,4
1.75,505,G# (diminished seventh chord),8,4
2.0,505,G# (diminished seventh chord),8,4
2.5,505,G# (diminished seventh chord),8,4
0.0,506,G# (diminished seventh chord),8,4
0.5,506,E (major-diminished tetrachord),4,4
1.0,506,G# (diminished seventh chord),8,4
1.5,506,B- (enharmonic equivalent to major triad),10,3
1.75,506,B- (enharmonic equivalent to major triad),10,3
2.0,506,B- (perfect-fourth major tetrachord),10,4
2.5,506,B- (enharmonic equivalent to major triad),10,3
0.0,507,B- (enharmonic equivalent to major triad),10,3
0.5,507,B (major-second minor tetrachord),11,4
1.0,507,C# (enharmonic to dominant seventh chord),1,4
1.5,507,C# (enharmonic to dominant seventh chord),1,4
1.75,507,C# (enharmonic to dominant seventh chord),1,4
2.0,507,C# (enharmonic to dominant seventh chord),1,4
2.5,507,C# (enharmonic to dominant seventh chord),1,4
0.0,508,C# (enharmonic to dominant seventh chord),1,4
0.5,508,B- (augmented triad),10,3
1.0,508,C# (enharmonic to dominant seventh chord),1,4
1.5,508,G# (diminished minor-ninth chord),8,5
1.75,508,G# (diminished minor-ninth chord),8,5
2.0,508,G# (harmonic major scale (inverted)),8,7
2.5,508,G# (diminished minor-ninth chord),8,5
0.0,509,G# (diminished seventh chord),8,4
0.5,509,D (major-diminished tetrachord),2,4
1.0,509,G# (diminished seventh chord),8,4
1.5,509,G# (diminished seventh chord),8,4
1.75,509,G# (diminished seventh chord),8,4
2.0,509,G# (diminished seventh chord),8,4
2.5,509,G# (diminished seventh chord),8,4
2.75,509,G# (diminished seventh chord),8,4
0.0,510,G# (diminished seventh chord),8,4
0.5,510,E (flat-ninth pentachord),4,5
1.0,510,G# (diminished seventh chord),8,4
1.5,510,C# (enharmonic equivalent to diminished triad),1,3
2.0,510,C# (major-third diminished tetrachord),1,4
2.5,510,C# (enharmonic equivalent to diminished triad),1,3
0.0,511,C# (diminished seventh chord),1,4
0.5,511,E (diminished-augmented ninth chord),4,5
1.0,511,C# (diminished seventh chord),1,4
1.5,511,B (minor triad),11,3
2.0,511,B (dorian pentachord),11,5
2.5,511,B (minor triad),11,3
0.0,512,B (minor seventh chord),11,4
0.5,512,E (dorian pentachord),4,5
1.0,512,B (minor seventh chord),11,4
1.5,512,C# (diminished triad),1,3
2.0,512,D (locrian hexachord),2,6
2.5,512,C# (diminished triad),1,3
0.0,513,A (dominant seventh chord),9,4
0.5,513,F# (all-interval tetrachord),6,4
1.0,513,A (dominant seventh chord),9,4
1.5,513,D (major triad),2,3
2.0,513,D (major pentachord),2,5
2.5,513,D (major triad),2,3
0.0,514,F# (enharmonic to dominant seventh chord),6,4
0.5,514,E- (augmented seventh chord),3,4
1.0,514,F# (enharmonic to dominant seventh chord),6,4
1.5,514,E (minor triad),4,3
2.0,514,E (dorian pentachord),4,5
2.5,514,E (minor triad),4,3
0.0,515,E (minor triad),4,3
0.5,515,A (dominant-ninth),9,5
1.0,515,E (minor triad),4,3
1.5,515,G (incomplete dominant-seventh chord),7,3
2.0,515,F (whole-tone pentachord),5,5
2.5,515,G (incomplete dominant-seventh chord),7,3
2.75,515,G (incomplete dominant-seventh chord),7,3
0.0,516,G (incomplete dominant-seventh chord),7,3
0.5,516,F (whole-tone pentachord),5,5
1.0,516,G (Messiaen's truncated mode 6),7,4
1.5,516,B- (enharmonic equivalent to major triad),10,3
2.0,516,G (minor-second quartal tetrachord),7,4
2.5,516,B- (Diminished Fourth with octave doublings),10,2
0.0,517,F# (multiple octaves),6,1
1.0,517,F# (multiple octaves),6,1
1.5,517,F# (multiple octaves),6,1
1.75,517,F# (multiple octaves),6,1
0.0,518,F# (multiple octaves),6,1
1.0,518,F# (multiple octaves),6,1
1.5,518,F# (multiple octaves),6,1
1.75,518,F# (multiple octaves),6,1
0.0,519,F# (multiple octaves),6,1
1.0,519,F# (multiple octaves),6,1
1.5,519,F# (multiple octaves),6,1
1.75,519,F# (multiple octaves),6,1
0.0,520,F# (multiple octaves),6,1
1.0,520,F# (multiple octaves),6,1
1.5,520,F# (multiple octaves),6,1
1.75,520,F# (multiple octaves),6,1
0.0,521,F# (multiple octaves),6,1
1.0,521,F# (multiple octaves),6,1
1.5,521,F# (multiple octaves),6,1
1.75,521,F# (multiple octaves),6,1
0.0,522,F# (multiple octaves),6,1
1.0,522,F# (multiple octaves),6,1
1.5,522,F# (multiple octaves),6,1
1.75,522,F# (multiple octaves),6,1
0.0,523,F# (multiple octaves),6,1
1.0,523,F# (multiple octaves),6,1
1.5,523,F# (multiple octaves),6,1
1.75,523,F# (multiple octaves),6,1
0.0,524,F# (multiple octaves),6,1
1.0,524,F# (multiple octaves),6,1
1.5,524,F# (multiple octaves),6,1
1.75,524,F# (multiple octaves),6,1
0.0,525,F# (multiple octaves),6,1
1.0,525,F# (Perfect Octave),6,1
1.5,525,F# (Perfect Octave),6,1
0.0,526,F# (Perfect Octave),6,1
1.0,526,F# (Perfect Octave),6,1
1.5,526,F# (Perfect Octave),6,1
0.0,527,F# (Perfect Octave),6,1
1.0,527,F# (Perfect Octave),6,1
1.5,527,F# (Perfect Octave),6,1
0.0,528,F# (Perfect Octave),6,1
1.0,528,F# (Perfect Octave),6,1
1.5,528,F# (Perfect Octave),6,1
0.0,529,E- (enharmonic equivalent to major triad),3,3
0.0,530,C# (quartal tetramirror),1,4
1.5,530,E- (enharmonic equivalent to major triad),3,3
0.0,531,F# (Perfect Octave),6,1
1.0,531,F# (Perfect Octave),6,1
1.5,531,F# (Perfect Octave),6,1
0.0,532,F# (Perfect Octave),6,1
1.0,532,F# (Perfect Octave),6,1
1.5,532,F# (Perfect Octave),6,1
0.0,533,F# (Perfect Octave),6,1
1.0,533,F# (Perfect Octave),6,1
1.5,533,F# (Perfect Octave),6,1
0.0,534,F# (Perfect Octave),6,1
1.0,534,F# (Perfect Octave),6,1
1.5,534,F# (Perfect Octave),6,1
0.0,535,B (minor triad),11,3
0.0,536,C# (quartal tetramirror),1,4
1.5,536,B (minor triad),11,3
0.0,537,F# (Perfect Octave),6,1
1.0,537,F# (Perfect Octave),6,1
1.5,537,F# (Perfect Octave),6,1
0.0,538,F# (Perfect Octave),6,1
1.0,538,F# (Perfect Octave),6,1
1.5,538,F# (Perfect Octave),6,1
0.0,539,F# (Perfect Octave),6,1
1.0,539,F# (Perfect Octave),6,1
1.5,539,F# (Perfect Octave),6,1
0.0,540,F# (Perfect Octave),6,1
1.0,540,F# (Perfect Octave),6,1
1.5,540,F# (Perfect Octave),6,1
0.0,541,D (major triad),2,3
0.0,542,A (incomplete dominant-seventh chord),9,3
1.5,542,F# (Major Sixth with octave doublings),6,2
2.0,542,B (incomplete dominant-seventh chord),11,3
2.5,542,F# (minor triad),6,3
0.0,543,D (major triad),2,3
0.25,543,D (major triad),2,3
0.5,543,D (major triad),2,3
0.75,543,D (major triad),2,3
1.0,543,D (major seventh chord),2,4
1.25,543,D (major triad),2,3
1.5,543,B (minor seventh chord),11,4
1.75,543,D (major triad),2,3
2.0,543,D (major triad),2,3
2.25,543,D (major triad),2,3
2.5,543,D (perfect-fourth major tetrachord),2,4
2.75,543,D (major triad),2,3
0.0,544,D (major pentachord),2,5
0.25,544,E (quartal tetramirror),4,4
0.5,544,E (quartal tetramirror),4,4
0.75,544,E (quartal tetramirror),4,4
1.0,544,E (quartal tetramirror),4,4
1.25,544,E (quartal tetramirror),4,4
1.5,544,D (major seventh chord),2,4
1.75,544,D (major triad),2,3
2.0,544,B (minor seventh chord),11,4
2.25,544,D (major triad),2,3
2.5,544,D (major triad),2,3
2.75,544,D (major triad),2,3
0.0,545,F# (Major Sixth with octave doublings),6,2
0.25,545,F# (Major Sixth with octave doublings),6,2
0.5,545,F# (Major Sixth with octave doublings),6,2
0.75,545,F# (Major Sixth with octave doublings),6,2
1.0,545,B (incomplete dominant-seventh chord),11,3
1.25,545,F# (Major Sixth with octave doublings),6,2
1.5,545,A (dominant seventh chord),9,4
1.75,545,A (incomplete dominant-seventh chord),9,3
2.0,545,E (quartal tetramirror),4,4
2.25,545,A (incomplete dominant-seventh chord),9,3
2.5,545,A (incomplete dominant-seventh chord),9,3
2.75,545,A (incomplete dominant-seventh chord),9,3
0.0,546,D (major triad),2,3
0.25,546,D (major triad),2,3
0.5,546,D (perfect-fourth major tetrachord),2,4
0.75,546,D (major triad),2,3
1.0,546,D (major triad),2,3
1.25,546,D (major triad),2,3
1.5,546,E (major pentatonic),4,5
1.75,546,E (major pentatonic),4,5
2.0,546,E (major pentatonic),4,5
2.25,546,E (major pentatonic),4,5
2.5,546,A (dominant seventh chord),9,4
2.75,546,A (dominant seventh chord),9,4
0.0,547,D (Major Third with octave doublings),2,2
0.25,547,D (Major Third with octave doublings),2,2
0.5,547,D (major triad),2,3
0.75,547,D (Major Third with octave doublings),2,2
1.0,547,G (incomplete major-seventh chord),7,3
1.25,547,D (Major Third with octave doublings),2,2
1.5,547,D (major triad),2,3
1.75,547,D (major triad),2,3
2.0,547,D (major-second major tetrachord),2,4
2.25,547,D (major triad),2,3
2.5,547,D (major triad),2,3
2.75,547,D (major triad),2,3
0.0,548,A (major triad),9,3
0.25,548,A (major triad),9,3
0.5,548,A (perfect-fourth major tetrachord),9,4
0.75,548,A (major triad),9,3
1.0,548,A (quartal trichord),9,3
1.25,548,A (Perfect Fifth with octave doublings),9,2
1.5,548,D (major triad),2,3
1.75,548,D (major triad),2,3
2.0,548,B (minor seventh chord),11,4
2.25,548,D (major triad),2,3
2.5,548,D (all-interval tetrachord),2,4
2.75,548,D (major triad),2,3
0.0,549,D (major triad),2,3
0.25,549,D (major triad),2,3
0.5,549,D (major triad),2,3
0.75,549,D (major triad),2,3
1.0,549,B (minor seventh chord),11,4
1.25,549,D (major triad),2,3
1.5,549,D (major-ninth chord),2,5
1.75,549,D (major-second major tetrachord),2,4
2.0,549,D (major-second major tetrachord),2,4
2.25,549,D (major-second major tetrachord),2,4
2.5,549,A (major triad),9,3
2.75,549,A (major triad),9,3
0.0,550,F# (minor seventh chord),6,4
0.25,550,A (major triad),9,3
0.5,550,A (dominant seventh chord),9,4
0.75,550,A (major triad),9,3
1.0,550,A (incomplete dominant-seventh chord),9,3
1.25,550,A (incomplete dominant-seventh chord),9,3
1.5,550,B (minor seventh chord),11,4
1.75,550,D (major triad),2,3
2.0,550,D (major triad),2,3
2.25,550,D (major triad),2,3
2.5,550,A (major triad),9,3
2.75,550,A (Perfect Fifth with octave doublings),9,2
0.0,551,D (major triad),2,3
0.25,551,D (major triad),2,3
0.5,551,B (minor seventh chord),11,4
0.75,551,D (major triad),2,3
1.0,551,D (major triad),2,3
1.25,551,D (major triad),2,3
1.5,551,D (perfect-fourth major tetrachord),2,4
1.75,551,D (major triad),2,3
2.0,551,D (major triad),2,3
2.25,551,D (major triad),2,3
2.5,551,D (major-second major tetrachord),2,4
2.75,551,D (major triad),2,3
0.0,552,G (major triad),7,3
0.25,552,G (major triad),7,3
0.5,552,E (minor seventh chord),4,4
0.75,552,G (major triad),7,3
1.0,552,G (major triad),7,3
1.25,552,G (major triad),7,3
1.5,552,D (incomplete dominant-seventh chord),2,3
1.75,552,D (incomplete dominant-seventh chord),2,3
2.0,552,B (minor tetramirror),11,4
2.25,552,D (incomplete dominant-seventh chord),2,3
2.5,552,D (incomplete dominant-seventh chord),2,3
2.75,552,D (incomplete dominant-seventh chord),2,3
0.0,553,A (quartal tetramirror),9,4
0.25,553,A (quartal tetramirror),9,4
0.5,553,A (quartal tetramirror),9,4
0.75,553,A (quartal tetramirror),9,4
1.0,553,G (major pentachord),7,5
1.25,553,A (quartal tetramirror),9,4
1.5,553,G (perfect-fourth major tetrachord),7,4
1.75,553,G (major triad),7,3
2.0,553,G (major triad),7,3
2.25,553,G (major triad),7,3
2.5,553,E (minor seventh chord),4,4
2.75,553,G (major triad),7,3
0.0,554,D (perfect-fourth major tetrachord),2,4
0.25,554,D (perfect-fourth major tetrachord),2,4
0.5,554,D (perfect-fourth major tetrachord),2,4
0.75,554,D (perfect-fourth major tetrachord),2,4
1.0,554,D (perfect-fourth major tetrachord),2,4
1.25,554,D (perfect-fourth major tetrachord),2,4
1.5,554,E (minor seventh chord),4,4
1.75,554,E (incomplete minor-seventh chord),4,3
2.0,554,E (incomplete minor-seventh chord),4,3
2.25,554,E (incomplete minor-seventh chord),4,3
2.5,554,E (incomplete minor-seventh chord),4,3
2.75,554,E (incomplete minor-seventh chord),4,3
0.0,555,D (major triad),2,3
0.25,555,D (major triad),2,3
0.5,555,D (perfect-fourth major tetrachord),2,4
0.75,555,D (major triad),2,3
1.0,555,D (major triad),2,3
1.25,555,D (major triad),2,3
1.5,555,D (major-second major tetrachord),2,4
1.75,555,D (major triad),2,3
2.0,555,D (major triad),2,3
2.25,555,D (major triad),2,3
2.5,555,D (major seventh chord),2,4
2.75,555,D (major triad),2,3
0.0,556,A (dominant-ninth),9,5
0.25,556,A (dominant seventh chord),9,4
0.5,556,A (dominant seventh chord),9,4
0.75,556,A (dominant seventh chord),9,4
1.0,556,A (Kumoi pentachord),9,5
1.25,556,A (dominant seventh chord),9,4
1.5,556,D (major triad),2,3
1.75,556,D (major triad),2,3
2.0,556,D (major triad),2,3
2.25,556,D (major triad),2,3
2.5,556,D (major triad),2,3
2.75,556,D (major triad),2,3
0.0,557,A (dominant-ninth),9,5
0.25,557,A (dominant seventh chord),9,4
0.5,557,A (dominant seventh chord),9,4
0.75,557,A (dominant seventh chord),9,4
1.0,557,A (diminished pentacluster),9,5
1.25,557,A (dominant seventh chord),9,4
1.5,557,A (dominant seventh chord),9,4
1.75,557,A (dominant seventh chord),9,4
2.0,557,A (dominant seventh chord),9,4
2.25,557,A (dominant seventh chord),9,4
2.5,557,D (major triad),2,3
2.75,557,D (major triad),2,3
0.0,558,D (major triad),2,3
0.25,558,D (major triad),2,3
0.5,558,D (major triad),2,3
0.75,558,D (major triad),2,3
1.0,558,G# (incomplete half-diminished seventh chord),8,3
1.25,558,D (Major Third with octave doublings),2,2
1.5,558,D (major triad),2,3
1.75,558,D (Major Third with octave doublings),2,2
2.0,558,D (Minor Sixth with octave doublings),2,2
2.25,558,D (Major Third with octave doublings),2,2
2.5,558,D (Major Third with octave doublings),2,2
2.75,558,D (Major Third with octave doublings),2,2
0.0,559,A (major triad),9,3
0.25,559,A (major triad),9,3
0.5,559,A (major triad),9,3
0.75,559,A (major triad),9,3
1.0,559,A (major seventh chord),9,4
1.25,559,A (major triad),9,3
1.5,559,A (major triad),9,3
1.75,559,A (major triad),9,3
2.0,559,A (major triad),9,3
2.25,559,A (major triad),9,3
2.5,559,A (major triad),9,3
2.75,559,A (major triad),9,3
0.0,560,D (major triad),2,3
0.25,560,D (major triad),2,3
0.5,560,D (major triad),2,3
0.75,560,D (major triad),2,3
1.0,560,D (all-interval tetrachord),2,4
1.25,560,D (major triad),2,3
1.5,560,D (major triad),2,3
1.75,560,D (major triad),2,3
2.0,560,D (major triad),2,3
2.25,560,D (major triad),2,3
2.5,560,D (major triad),2,3
2.75,560,D (major triad),2,3
0.0,561,A (major triad),9,3
0.25,561,A (major triad),9,3
0.5,561,A (major triad),9,3
0.75,561,A (major triad),9,3
1.0,561,A (major-second major tetrachord),9,4
1.25,561,A (major triad),9,3
1.5,561,D (major triad),2,3
1.75,561,D (major triad),2,3
2.0,561,D (major triad),2,3
2.25,561,D (major triad),2,3
2.5,561,A (incomplete dominant-seventh chord),9,3
2.75,561,A (incomplete dominant-seventh chord),9,3
0.0,562,D (major triad),2,3
0.25,562,D (major triad),2,3
0.5,562,D (major triad),2,3
0.75,562,D (major triad),2,3
1.0,562,D (all-interval tetrachord),2,4
1.25,562,D (major triad),2,3
1.5,562,D (major triad),2,3
1.75,562,D (major triad),2,3
2.0,562,D (major triad),2,3
2.25,562,D (major triad),2,3
2.5,562,D (major triad),2,3
2.75,562,D (major triad),2,3
0.0,563,A (major triad),9,3
0.25,563,A (major triad),9,3
0.5,563,A (major triad),9,3
0.75,563,A (major triad),9,3
1.0,563,A (major-second major tetrachord),9,4
1.25,563,A (major triad),9,3
1.5,563,D (major triad),2,3
1.75,563,D (major triad),2,3
2.0,563,D (major triad),2,3
2.25,563,D (major triad),2,3
2.5,563,A (incomplete dominant-seventh chord),9,3
2.75,563,A (incomplete dominant-seventh chord),9,3
0.0,564,B- (enharmonic equivalent to major triad),10,3
0.25,564,B- (enharmonic equivalent to major triad),10,3
0.5,564,B- (enharmonic equivalent to major triad),10,3
0.75,564,B- (enharmonic equivalent to major triad),10,3
1.0,564,B- (enharmonic equivalent to major triad),10,3
1.25,564,B- (enharmonic equivalent to major triad),10,3
1.5,564,C# (enharmonic to dominant seventh chord),1,4
1.75,564,C# (enharmonic to dominant seventh chord),1,4
2.0,564,C# (enharmonic to dominant seventh chord),1,4
2.25,564,C# (enharmonic to dominant seventh chord),1,4
2.5,564,C# (enharmonic to dominant seventh chord),1,4
2.75,564,C# (enharmonic to dominant seventh chord),1,4
0.0,565,B (minor triad),11,3
0.25,565,B (minor triad),11,3
0.5,565,B (minor triad),11,3
0.75,565,B (minor triad),11,3
1.0,565,B (minor triad),11,3
1.25,565,B (minor triad),11,3
1.5,565,E (major triad),4,3
1.75,565,E (major triad),4,3
2.0,565,E (major triad),4,3
2.25,565,E (major triad),4,3
2.5,565,E (major triad),4,3
2.75,565,E (major triad),4,3
0.0,566,A (major triad),9,3
0.25,566,A (major triad),9,3
0.5,566,A (major triad),9,3
0.75,566,A (major triad),9,3
1.0,566,A (Major Third with octave doublings),9,2
1.5,566,D (major triad),2,3
1.75,566,D (major triad),2,3
2.0,566,D (major triad),2,3
2.25,566,D (major triad),2,3
2.5,566,D (major triad),2,3
2.75,566,D (major triad),2,3
0.0,567,D (major triad),2,3
0.25,567,D (major triad),2,3
0.5,567,D (major triad),2,3
0.75,567,D (major triad),2,3
1.0,567,D (dominant seventh chord),2,4
1.25,567,D (major triad),2,3
1.5,567,B (minor seventh chord),11,4
1.75,567,D (major triad),2,3
2.0,567,D (major triad),2,3
2.25,567,D (major triad),2,3
2.5,567,D (perfect-fourth major tetrachord),2,4
2.75,567,D (major triad),2,3
0.0,568,G (major seventh chord),7,4
0.25,568,G (major triad),7,3
0.5,568,E (minor seventh chord),4,4
0.75,568,G (major triad),7,3
1.0,568,G (major triad),7,3
1.25,568,G (major triad),7,3
1.5,568,A (perfect-fourth minor tetrachord),9,4
1.75,568,A (perfect-fourth minor tetrachord),9,4
2.0,568,A (dorian pentachord),9,5
2.25,568,A (perfect-fourth minor tetrachord),9,4
2.5,568,D (dominant seventh chord),2,4
2.75,568,D (dominant seventh chord),2,4
0.0,569,A (quartal tetramirror),9,4
0.25,569,A (quartal tetramirror),9,4
0.5,569,A (quartal tetramirror),9,4
0.75,569,A (quartal tetramirror),9,4
1.0,569,A (lydian tetrachord),9,4
1.25,569,A (incomplete minor-seventh chord),9,3
1.5,569,G (perfect-fourth major tetrachord),7,4
1.75,569,G (major triad),7,3
2.0,569,G (major triad),7,3
2.25,569,G (major triad),7,3
2.5,569,E (minor seventh chord),4,4
2.75,569,G (major triad),7,3
0.0,570,D (perfect-fourth major tetrachord),2,4
0.25,570,D (perfect-fourth major tetrachord),2,4
0.5,570,D (perfect-fourth major tetrachord),2,4
0.75,570,D (perfect-fourth major tetrachord),2,4
1.0,570,D (perfect-fourth major tetrachord),2,4
1.25,570,D (perfect-fourth major tetrachord),2,4
1.5,570,E (minor seventh chord),4,4
1.75,570,E (minor seventh chord),4,4
2.0,570,E (major pentatonic),4,5
2.25,570,E (major pentatonic),4,5
2.5,570,E (minor seventh chord),4,4
2.75,570,E (minor seventh chord),4,4
0.0,571,D (major triad),2,3
0.25,571,D (major triad),2,3
0.5,571,D (perfect-fourth major tetrachord),2,4
0.75,571,D (major triad),2,3
1.0,571,D (major triad),2,3
1.25,571,D (major triad),2,3
1.5,571,D (major-second major tetrachord),2,4
1.75,571,D (major triad),2,3
2.0,571,D (major triad),2,3
2.25,571,D (major triad),2,3
2.5,571,D (major seventh chord),2,4
2.75,571,D (major triad),2,3
0.0,572,E (major pentatonic),4,5
0.25,572,E (quartal tetramirror),4,4
0.5,572,E (quartal tetramirror),4,4
0.75,572,E (quartal tetramirror),4,4
1.0,572,E (quartal tetramirror),4,4
1.25,572,E (quartal tetramirror),4,4
1.5,572,D (major triad),2,3
1.75,572,D (major triad),2,3
2.0,572,D (major triad),2,3
2.25,572,D (major triad),2,3
2.5,572,D (major triad),2,3
2.75,572,D (major triad),2,3
0.0,573,A (dominant-ninth),9,5
0.25,573,A (dominant seventh chord),9,4
0.5,573,A (dominant seventh chord),9,4
0.75,573,A (dominant seventh chord),9,4
1.0,573,A (diminished pentacluster),9,5
1.25,573,A (dominant seventh chord),9,4
1.5,573,A (dominant seventh chord),9,4
1.75,573,A (dominant seventh chord),9,4
2.0,573,A (dominant seventh chord),9,4
2.25,573,A (dominant seventh chord),9,4
2.5,573,D (major triad),2,3
2.75,573,D (major triad),2,3
0.0,574,D (Major Third with octave doublings),2,2
0.25,574,D (Major Third with octave doublings),2,2
0.5,574,D (major triad),2,3
0.75,574,D (Major Third with octave doublings),2,2
1.0,574,G# (incomplete half-diminished seventh chord),8,3
1.25,574,D (Major Third with octave doublings),2,2
1.5,574,D (major triad),2,3
1.75,574,D (Major Third with octave doublings),2,2
2.0,574,D (Minor Sixth with octave doublings),2,2
2.25,574,D (Major Third with octave doublings),2,2
2.5,574,D (Major Third with octave doublings),2,2
2.75,574,D (Major Third with octave doublings),2,2
0.0,575,A (major triad),9,3
0.25,575,A (major triad),9,3
0.5,575,A (major triad),9,3
0.75,575,A (major triad),9,3
1.0,575,A (major seventh chord),9,4
1.25,575,A (major triad),9,3
1.5,575,A (major triad),9,3
1.75,575,A (major triad),9,3
2.0,575,A (major triad),9,3
2.25,575,A (major triad),9,3
2.5,575,A (major triad),9,3
2.75,575,A (major triad),9,3
0.0,576,D (major triad),2,3
0.25,576,D (major triad),2,3
0.5,576,D (major triad),2,3
0.75,576,D (major triad),2,3
1.0,576,D (all-interval tetrachord),2,4
1.25,576,D (major triad),2,3
1.5,576,D (major triad),2,3
1.75,576,D (major triad),2,3
2.0,576,D (major triad),2,3
2.25,576,D (major triad),2,3
2.5,576,D (major triad),2,3
2.75,576,D (major triad),2,3
0.0,577,A (major triad),9,3
0.25,577,A (major triad),9,3
0.5,577,A (major triad),9,3
0.75,577,A (major triad),9,3
1.0,577,A (major-second major tetrachord),9,4
1.25,577,A (major triad),9,3
1.5,577,D (major triad),2,3
1.75,577,D (major triad),2,3
2.0,577,D (major triad),2,3
2.25,577,D (major triad),2,3
2.5,577,A (incomplete dominant-seventh chord),9,3
2.75,577,A (incomplete dominant-seventh chord),9,3
0.0,578,D (major triad),2,3
0.25,578,D (major triad),2,3
0.5,578,D (major triad),2,3
0.75,578,D (major triad),2,3
1.0,578,D (all-interval tetrachord),2,4
1.25,578,D (major triad),2,3
1.5,578,D (major triad),2,3
1.75,578,D (major triad),2,3
2.0,578,D (major triad),2,3
2.25,578,D (major triad),2,3
2.5,578,D (major triad),2,3
2.75,578,D (major triad),2,3
0.0,579,A (major triad),9,3
0.25,579,A (major triad),9,3
0.5,579,A (major triad),9,3
0.75,579,A (major triad),9,3
1.0,579,A (major-second major tetrachord),9,4
1.25,579,A (major triad),9,3
1.5,579,D (major triad),2,3
1.75,579,D (major triad),2,3
2.0,579,D (major triad),2,3
2.25,579,D (major triad),2,3
2.5,579,A (incomplete dominant-seventh chord),9,3
2.75,579,A (incomplete dominant-seventh chord),9,3
0.0,580,B- (enharmonic equivalent to major triad),10,3
0.25,580,B- (enharmonic equivalent to major triad),10,3
0.5,580,B- (enharmonic equivalent to major triad),10,3
0.75,580,B- (enharmonic equivalent to major triad),10,3
1.0,580,B- (enharmonic equivalent to major triad),10,3
1.25,580,B- (enharmonic equivalent to major triad),10,3
1.5,580,C# (enharmonic to dominant seventh chord),1,4
1.75,580,C# (enharmonic to dominant seventh chord),1,4
2.0,580,C# (enharmonic to dominant seventh chord),1,4
2.25,580,C# (enharmonic to dominant seventh chord),1,4
2.5,580,C# (enharmonic to dominant seventh chord),1,4
2.75,580,C# (enharmonic to dominant seventh chord),1,4
0.0,581,B (minor triad),11,3
0.25,581,B (minor triad),11,3
0.5,581,B (minor triad),11,3
0.75,581,B (minor triad),11,3
1.0,581,B (minor triad),11,3
1.25,581,B (minor triad),11,3
1.5,581,E (major triad),4,3
1.75,581,E (major triad),4,3
2.0,581,E (major triad),4,3
2.25,581,E (major triad),4,3
2.5,581,E (major triad),4,3
2.75,581,E (major triad),4,3
0.0,582,A (major triad),9,3
0.25,582,A (major triad),9,3
0.5,582,A (major triad),9,3
0.75,582,A (major triad),9,3
1.0,582,A (Major Third with octave doublings),9,2
1.5,582,D (major triad),2,3
1.75,582,D (major triad),2,3
2.0,582,D (major triad),2,3
2.25,582,D (major triad),2,3
2.5,582,D (major triad),2,3
2.75,582,D (major triad),2,3
0.0,583,D (major triad),2,3
0.25,583,D (major triad),2,3
0.5,583,D (major triad),2,3
0.75,583,D (major triad),2,3
1.0,583,D (dominant seventh chord),2,4
1.25,583,D (major triad),2,3
1.5,583,B (minor seventh chord),11,4
1.75,583,D (major triad),2,3
2.0,583,D (major triad),2,3
2.25,583,D (major triad),2,3
2.5,583,D (perfect-fourth major tetrachord),2,4
2.75,583,D (major triad),2,3
0.0,584,G (major seventh chord),7,4
0.25,584,G (major triad),7,3
0.5,584,E (minor seventh chord),4,4
0.75,584,G (major triad),7,3
1.0,584,G (major triad),7,3
1.25,584,G (major triad),7,3
1.5,584,A (perfect-fourth minor tetrachord),9,4
1.75,584,A (perfect-fourth minor tetrachord),9,4
2.0,584,A (dorian pentachord),9,5
2.25,584,A (perfect-fourth minor tetrachord),9,4
2.5,584,D (dominant seventh chord),2,4
2.75,584,D (dominant seventh chord),2,4
0.0,585,A (quartal tetramirror),9,4
0.25,585,A (quartal tetramirror),9,4
0.5,585,A (quartal tetramirror),9,4
0.75,585,A (quartal tetramirror),9,4
1.0,585,A (lydian tetrachord),9,4
1.25,585,A (incomplete minor-seventh chord),9,3
1.5,585,G (perfect-fourth major tetrachord),7,4
1.75,585,G (major triad),7,3
2.0,585,G (major triad),7,3
2.25,585,G (major triad),7,3
2.5,585,E (minor seventh chord),4,4
2.75,585,G (major triad),7,3
0.0,586,D (perfect-fourth major tetrachord),2,4
0.25,586,D (perfect-fourth major tetrachord),2,4
0.5,586,D (perfect-fourth major tetrachord),2,4
0.75,586,D (perfect-fourth major tetrachord),2,4
